cap,color,drive,fuel,km,make,model,power,price,trans,year
1997cm3,Szary,Naprzedniekoła,Benzyna,177000km,Peugeot,307CC,138KM,11300,Manualna,2005
4308cm3,Biały,Natylnekoła,Benzyna,102000km,Ferrari,F430,485KM,520000,Automatyczna,2009
2979cm3,Czarny,Natylnekoła,Benzyna,153000km,BMW,Z4,306KM,42700,Automatyczna,2010
2996cm3,Biały,Natylnekoła,Benzyna,44100km,MercedesBenz,SL,367KM,359000,Automatyczna,2017
3000cm3,Srebrny,Natylnekoła,Benzyna,143390km,MercedesBenz,W12419841993,220KM,78000,Manualna,1993
4966cm3,Czarny,Natylnekoła,Benzyna,224000km,MercedesBenz,SL,306KM,38500,Automatyczna,1999
2200cm3,Bordowy,4x4dołączanyręcznie,Benzyna,65000km,Jeep,CJ,66KM,29999,Manualna,1965
1998cm3,Niebieski,Natylnekoła,Benzyna,204161km,MercedesBenz,SLK,163KM,10500,Manualna,2000
3800cm3,Bordowy,Natylnekoła,Benzyna,98000km,MercedesBenz,SL,200KM,84900,Automatyczna,1985
1997cm3,Czarny,Naprzedniekoła,Diesel,210000km,Ford,Focus,136KM,19500,Manualna,2010
1368cm3,Zielony,Naprzedniekoła,Benzyna,128465km,Fiat,500,100KM,29900,Manualna,2011
2998cm3,Szary,Natylnekoła,Benzyna,191113km,BMW,Seria3,326KM,45600,Automatyczna,2011
2800cm3,Srebrny,Natylnekoła,Benzyna,100km,MercedesBenz,Inny,200KM,58500,Manualna,1969
3839cm3,Biały,Natylnekoła,Benzyna,238000km,MercedesBenz,SL,218KM,75900,Automatyczna,1982
2295cm3,Niebieski,Natylnekoła,Benzyna,146345km,MercedesBenz,CLK,193KM,16300,Manualna,1999
1910cm3,Srebrny,Naprzedniekoła,Diesel,256000km,Opel,Astra,150KM,15000,Manualna,2007
5038cm3,Biały,Natylnekoła,Benzyna,10km,Ford,Mustang,450KM,310500,Automatyczna,2020
3498cm3,Biały,Natylnekoła,Benzyna,138000km,MercedesBenz,KlasaE,306KM,73500,Automatyczna,2011
2979cm3,Czarny,Natylnekoła,Benzyna,135000km,BMW,Seria6,320KM,136900,Automatyczna,2014
2494cm3,Innykolor,Natylnekoła,BenzynaLPG,330000km,BMW,Z4,192KM,25999,Manualna,2003
1598cm3,Czarny,Naprzedniekoła,Benzyna,111283km,Peugeot,207CC,120KM,11900,Manualna,2008
1798cm3,Czerwony,Naprzedniekoła,Benzyna,98200km,Audi,A3,160KM,35000,Manualna,2008
1968cm3,Srebrny,Naprzedniekoła,Diesel,127000km,Volkswagen,Eos,140KM,19500,Manualna,2006
1984cm3,Szary,Naprzedniekoła,Benzyna,231000km,Volkswagen,Eos,150KM,21900,Manualna,2006
1796cm3,Czarny,Naprzedniekoła,Benzyna,196000km,Opel,Astra,140KM,18900,Manualna,2009
1242cm3,Szary,Naprzedniekoła,Benzyna,131000km,Fiat,500,69KM,25800,Manualna,2011
2000cm3,Zielony,Natylnekoła,Benzyna,10km,Morgan,Inny,255KM,435420,Automatyczna,2021
1587cm3,Czarny,Naprzedniekoła,Benzyna,225000km,Peugeot,206CC,110KM,6900,Manualna,2005
4799cm3,Czarny,Natylnekoła,BenzynaLPG,150000km,BMW,Seria6,367KM,69000,Automatyczna,2008
2979cm3,Biały,Natylnekoła,Benzyna,184404km,BMW,Seria3,306KM,79000,Automatyczna,2011
1796cm3,Fioletowy,Naprzedniekoła,Benzyna,137700km,Opel,Tigra,125KM,10500,Manualna,2005
1560cm3,Biały,Naprzedniekoła,Diesel,159168km,Peugeot,308CC,110KM,28999,Manualna,2010
2494cm3,Czarny,Natylnekoła,Benzyna,176129km,BMW,Seria3,192KM,23500,Manualna,2002
1781cm3,Czarny,Naprzedniekoła,Benzyna,201000km,Audi,A4,163KM,34900,Manualna,2009
3995cm3,Srebrny,Natylnekoła,Benzyna,11000km,Porsche,718Spyder,420KM,450000,Manualna,2021
1390cm3,Beżowy,Naprzedniekoła,Benzyna,241000km,Volkswagen,NewBeetle,75KM,15990,Manualna,2005
2480cm3,Czerwony,Naprzedniekoła,Benzyna,74952km,Volkswagen,Beetle,170KM,71800,Automatyczna,2016
1997cm3,Bordowy,Naprzedniekoła,Diesel,204000km,Peugeot,308,140KM,35000,Manualna,2009
1995cm3,Czarny,Natylnekoła,Benzyna,162374km,BMW,Seria3,143KM,29800,Manualna,2004
3436cm3,Czerwony,Natylnekoła,Benzyna,108000km,Porsche,Boxster,315KM,259000,Manualna,2012
3496cm3,Niebieski,Natylnekoła,Benzyna,24273km,Ferrari,F355,380KM,109000,Automatyczna,1998
1192cm3,Brązowy,Natylnekoła,Benzyna,800km,MercedesBenz,Inny,34KM,59900,Manualna,1984
1997cm3,Czarny,4x4dołączanyautomatycznie,Benzyna,73000km,BMW,Seria4,245KM,124000,Automatyczna,2015
2979cm3,Fioletowy,Natylnekoła,Benzyna,14000km,BMW,M4,450KM,425000,Automatyczna,2020
4973cm3,Srebrny,Natylnekoła,Benzyna,125960km,MercedesBenz,SL,320KM,72800,Automatyczna,1997
1968cm3,Innykolor,Naprzedniekoła,Diesel,191000km,Audi,A4,140KM,25900,Manualna,2006
3791cm3,Złoty,Natylnekoła,Benzyna,139500km,Chevrolet,Camaro,193KM,39000,Automatyczna,2000
1560cm3,Czarny,Naprzedniekoła,Diesel,220000km,Peugeot,206,110KM,9900,Manualna,2005
1300cm3,Czarny,4x4dołączanyręcznie,Benzyna,53050km,Suzuki,Samurai,47KM,15000,Manualna,1985
1599cm3,Niebieski,Naprzedniekoła,Benzyna,175000km,Ford,Streetka,95KM,7900,Manualna,2003
3199cm3,Srebrny,Natylnekoła,Benzyna,19504km,MercedesBenz,CLK,218KM,79000,Automatyczna,2003
3731cm3,Biały,Natylnekoła,Benzyna,160000km,Ford,Mustang,305KM,67999,Automatyczna,2014
4700cm3,Czarny,Natylnekoła,Benzyna,100000km,Lincoln,Continental,250KM,32900,Automatyczna,1947
5750cm3,Niebieski,Natylnekoła,Benzyna,130000km,Mercury,Cougar,280KM,119900,Automatyczna,1971
1781cm3,Srebrny,4x4dołączanyautomatycznie,Benzyna,235000km,Audi,TT,225KM,21900,Manualna,2000
1560cm3,Czarny,Naprzedniekoła,Diesel,237000km,Peugeot,207CC,109KM,14900,Manualna,2009
2995cm3,Niebieski,4x4stały,Benzyna,37000km,Audi,S5,333KM,129000,Automatyczna,2015
2979cm3,Niebieski,Natylnekoła,Benzyna,210950km,BMW,Seria3,231KM,27500,Manualna,2001
5000cm3,Czerwony,Natylnekoła,Benzyna,1000km,Pontiac,Firebird,300KM,159900,Automatyczna,1969
1587cm3,Czarny,Naprzedniekoła,Benzyna,220000km,Peugeot,206CC,109KM,6900,Manualna,2001
1560cm3,Innykolor,Naprzedniekoła,Diesel,238000km,Peugeot,207CC,109KM,15400,Manualna,2008
1998cm3,Srebrny,Natylnekoła,Benzyna,165000km,MercedesBenz,SLK,163KM,27000,Automatyczna,2001
1910cm3,Niebieski,Naprzedniekoła,Diesel,170000km,Opel,Astra,150KM,17900,Manualna,2008
4663cm3,Czarny,Natylnekoła,Benzyna,145000km,MercedesBenz,SL,435KM,227999,Automatyczna,2013
1997cm3,Innykolor,Naprzedniekoła,Benzyna,138000km,Peugeot,307CC,140KM,14900,Manualna,2006
1598cm3,Czarny,Naprzedniekoła,Benzyna,247800km,Peugeot,308CC,156KM,27900,Manualna,2010
4009cm3,Czerwony,Natylnekoła,Benzyna,247000km,Ford,Mustang,210KM,44900,Automatyczna,2010
1997cm3,Innykolor,Naprzedniekoła,Diesel,142000km,Peugeot,307CC,136KM,13800,Manualna,2007
4966cm3,Biały,Natylnekoła,Benzyna,104302km,MercedesBenz,SL,306KM,95000,Automatyczna,2003
1360cm3,Srebrny,Naprzedniekoła,Benzyna,164000km,Citroën,C3,73KM,3900,Manualna,2005
1796cm3,Czarny,Naprzedniekoła,Benzyna,190000km,Opel,Astra,140KM,17900,Manualna,2008
4691cm3,Biały,Natylnekoła,Benzyna,58000km,Maserati,GranCabrio,440KM,52000,Automatyczna,2011
1781cm3,Niebieski,Naprzedniekoła,BenzynaLPG,190000km,Audi,Cabriolet,163KM,7600,Manualna,2005
2497cm3,Szary,Natylnekoła,Benzyna,159000km,BMW,Z4,177KM,44900,Automatyczna,2007
1500cm3,Niebieski,Naprzedniekoła,Diesel,169000km,Renault,Megane,106KM,11800,Manualna,2007
4196cm3,Niebieski,Natylnekoła,Benzyna,107000km,Jaguar,XK,298KM,76000,Automatyczna,2007
1598cm3,Beżowy,Naprzedniekoła,Benzyna,130000km,MINI,Cooper,120KM,25900,Manualna,2009
1984cm3,Fioletowy,Naprzedniekoła,Benzyna,240000km,Audi,A5,211KM,42300,Manualna,2009
1781cm3,Bordowy,Naprzedniekoła,Benzyna,247100km,Volkswagen,Golf,90KM,8900,Manualna,1994
4973cm3,Srebrny,Natylnekoła,Benzyna,220000km,MercedesBenz,SL,307KM,79900,Automatyczna,1999
1998cm3,Czarny,Natylnekoła,Benzyna,210200km,MercedesBenz,CLK,136KM,16900,Manualna,1999
2687cm3,Niebieski,Natylnekoła,Benzyna,139000km,Porsche,Boxster,220KM,62000,Automatyczna,2001
1895cm3,Srebrny,Natylnekoła,Benzyna,51000km,BMW,Z3,140KM,51000,Manualna,1998
1998cm3,Czarny,Natylnekoła,BenzynaLPG,315850km,MercedesBenz,CLK,163KM,20900,Manualna,2000
3179cm3,Szary,Natylnekoła,Benzyna,156000km,Porsche,Boxster,251KM,99900,Manualna,2000
1910cm3,Złoty,Naprzedniekoła,Diesel,133500km,Opel,Astra,150KM,15900,Manualna,2007
4966cm3,Biały,Natylnekoła,Benzyna,67000km,MercedesBenz,SL,306KM,98900,Automatyczna,2002
660cm3,Złoty,Natylnekoła,Benzyna,10km,Caterham,Seven,88KM,184500,Manualna,2021
2000cm3,Czerwony,Natylnekoła,Benzyna,10km,Inny,Inny,320KM,330255,Manualna,2022
1598cm3,Szary,Naprzedniekoła,Benzyna,,Renault,Megane,110KM,13800,Manualna,2008
3201cm3,Srebrny,Natylnekoła,Benzyna,260000km,BMW,M3,321KM,119000,Automatyczna,1999
1796cm3,Czarny,Naprzedniekoła,Benzyna,198900km,Opel,Astra,140KM,14999,Manualna,2007
1796cm3,Zielony,Naprzedniekoła,Benzyna,68752km,Ford,Escort,115KM,4300,Manualna,1996
1391cm3,Innykolor,Naprzedniekoła,Benzyna,177484km,Ford,Escort,75KM,4300,Manualna,1995
1364cm3,Srebrny,Naprzedniekoła,Benzyna,124854km,Opel,Tigra,90KM,10500,Automatyczna,2006
5491cm3,Niebieski,Natylnekoła,Benzyna,200000km,MercedesBenz,SLC,231KM,88000,Automatyczna,1986
1781cm3,Srebrny,Naprzedniekoła,Benzyna,191000km,Audi,80,125KM,28900,Automatyczna,2000
1796cm3,Czarny,Natylnekoła,Benzyna,250000km,MercedesBenz,CLK,183KM,39900,Automatyczna,2007
1500cm3,Biały,Natylnekoła,Benzyna,27000km,Triumph,Spitfire,72KM,58000,Manualna,1979
1600cm3,Czarny,Naprzedniekoła,Benzyna,184753km,Ford,Streetka,95KM,7500,Manualna,2005
1595cm3,Niebieski,Naprzedniekoła,Benzyna,240000km,Volkswagen,Golf,100KM,5900,Manualna,1999
1598cm3,Szary,Naprzedniekoła,Benzyna,131500km,Peugeot,207,120KM,15900,Manualna,2007
1998cm3,Czarny,Naprzedniekoła,Benzyna,259065km,Renault,Megane,135KM,11400,Manualna,2007
1781cm3,Srebrny,Naprzedniekoła,Benzyna,256500km,Audi,A4,163KM,19900,Manualna,2003
3000cm3,Zielony,Natylnekoła,Benzyna,250km,MercedesBenz,Inny,300KM,110500,Automatyczna,1969
1600cm3,Czarny,Natylnekoła,Benzyna,100km,Porsche,356,200KM,80000,Manualna,1963
5547cm3,Zielony,Natylnekoła,Benzyna,245196km,MercedesBenz,SL,231KM,116850,Automatyczna,1987
1798cm3,Czarny,Naprzedniekoła,Benzyna,,Audi,A4,160KM,27500,Manualna,2007
2309cm3,Srebrny,Naprzedniekoła,Benzyna,163000km,Audi,80,133KM,24000,Manualna,1991
1840cm3,Czarny,Natylnekoła,Benzyna,217400km,Mazda,MX5,146KM,19499,Manualna,2000
1895cm3,Bordowy,Natylnekoła,Benzyna,5000km,Inny,Inny,136KM,50000,Manualna,2002
1798cm3,Czarny,Naprzedniekoła,Benzyna,33500km,Audi,A3,180KM,63000,Automatyczna,2016
1984cm3,Czarny,Naprzedniekoła,Benzyna,123846km,Volkswagen,Eos,211KM,48700,Automatyczna,2014
1598cm3,Czarny,Naprzedniekoła,Benzyna,69000km,Peugeot,308CC,120KM,33900,Manualna,2012
4973cm3,Czarny,Natylnekoła,Benzyna,94832km,MercedesBenz,SL,320KM,73000,Automatyczna,1997
1984cm3,Szary,4x4stały,Benzyna,151000km,Audi,A5,224KM,64999,Automatyczna,2013
1997cm3,Szary,Natylnekoła,Benzyna,38000km,BMW,Z4,156KM,129000,Automatyczna,2016
1997cm3,Czarny,Natylnekoła,Benzyna,175000km,BMW,Seria3,245KM,58500,Automatyczna,2011
1796cm3,Innykolor,Naprzedniekoła,Benzyna,217000km,Opel,Tigra,125KM,6900,Manualna,2005
1474cm3,Zielony,Natylnekoła,Benzyna,23000km,Triumph,Spitfire,69KM,32000,Manualna,1978
1985cm3,Czarny,Naprzedniekoła,Benzyna,179900km,Saab,93,130KM,12700,Manualna,1998
1742cm3,Biały,Natylnekoła,Benzyna,46200km,AlfaRomeo,4C,240KM,297660,Automatyczna,2016
1997cm3,Niebieski,Natylnekoła,Benzyna,200000km,Honda,S2000,240KM,89900,Manualna,2007
1587cm3,Srebrny,Naprzedniekoła,Benzyna,217200km,Peugeot,206,110KM,8800,Manualna,2007
1764cm3,Bordowy,Naprzedniekoła,Benzyna,244000km,Renault,19,135KM,39500,Manualna,1992
1998cm3,Szary,Naprzedniekoła,Benzyna,152000km,Renault,Megane,135KM,12900,Manualna,2008
2261cm3,Niebieski,Natylnekoła,Benzyna,22000km,Ford,Mustang,290KM,129000,Automatyczna,2019
1985cm3,Niebieski,Naprzedniekoła,Benzyna,221709km,Saab,900,185KM,7900,Manualna,1998
1795cm3,Czarny,Natylnekoła,Benzyna,100000km,MercedesBenz,SLK,163KM,21900,Manualna,2006
1795cm3,Srebrny,Natylnekoła,Benzyna,199000km,MercedesBenz,SLK,163KM,31900,Manualna,2005
1998cm3,Bordowy,Naprzedniekoła,Benzyna,140000km,Saab,93,210KM,19500,Automatyczna,2005
2962cm3,Czerwony,Natylnekoła,Benzyna,120000km,MercedesBenz,SL,231KM,45000,Automatyczna,1990
2967cm3,Szary,Naprzedniekoła,Diesel,185180km,Audi,A4,233KM,19900,Manualna,2007
1598cm3,Czarny,Natylnekoła,Benzyna,145000km,Mazda,MX5,110KM,16000,Manualna,2003
1587cm3,Czarny,Naprzedniekoła,Benzyna,160000km,Peugeot,307CC,110KM,12900,Manualna,2005
5439cm3,Czarny,Natylnekoła,Benzyna,36950km,MercedesBenz,SL,500KM,236000,Automatyczna,2005
5439cm3,Czarny,Natylnekoła,Benzyna,48000km,MercedesBenz,SL,500KM,195000,Automatyczna,2005
1598cm3,Srebrny,Naprzedniekoła,Diesel,81000km,Volkswagen,Golf,105KM,39000,Manualna,2012
4395cm3,Czarny,4x4dołączanyautomatycznie,Benzyna,28000km,BMW,Seria6,450KM,149999,Automatyczna,2016
1796cm3,Biały,Natylnekoła,Benzyna,70000km,MercedesBenz,SLK,184KM,145000,Automatyczna,2013
1598cm3,Złoty,Naprzedniekoła,Benzyna,240000km,Renault,Megane,111KM,16900,Manualna,2007
1795cm3,Srebrny,Natylnekoła,Benzyna,165000km,MercedesBenz,SLK,163KM,26550,Manualna,2004
4966cm3,Czarny,Natylnekoła,Benzyna,124000km,MercedesBenz,SL,306KM,95000,Automatyczna,2003
1984cm3,Szary,Naprzedniekoła,Benzyna,119898km,Audi,A5,211KM,54700,Manualna,2013
5461cm3,Szary,Natylnekoła,Benzyna,14900km,MercedesBenz,SL,585KM,799900,Automatyczna,2016
1796cm3,Szary,Natylnekoła,Benzyna,21000km,MercedesBenz,SLK,183KM,123000,Manualna,2011
3498cm3,Czarny,Natylnekoła,Benzyna,181000km,MercedesBenz,SLK,306KM,84999,Automatyczna,2011
5461cm3,Czarny,Natylnekoła,Benzyna,125000km,MercedesBenz,SL,388KM,135000,Automatyczna,2008
1397cm3,Bordowy,Naprzedniekoła,Benzyna,198000km,Renault,Megane,130KM,24999,Manualna,2010
3724cm3,Czarny,Natylnekoła,Benzyna,268203km,MercedesBenz,SL,245KM,68700,Automatyczna,2003
1984cm3,Brązowy,Naprzedniekoła,Diesel,225000km,Volvo,C70,150KM,45400,Manualna,2012
1995cm3,Czarny,Natylnekoła,Benzyna,177000km,BMW,Seria3,143KM,27900,Manualna,2004
4973cm3,Bordowy,Natylnekoła,Benzyna,111610km,MercedesBenz,SL,307KM,82800,Automatyczna,1999
1999cm3,Biały,Natylnekoła,Benzyna,235000km,Mazda,MX5,160KM,44000,Manualna,2010
1248cm3,Czarny,Naprzedniekoła,Diesel,180000km,Opel,Tigra,70KM,8900,Manualna,2008
1598cm3,Innykolor,Naprzedniekoła,Benzyna,144000km,Peugeot,207,120KM,16700,Manualna,2007
1596cm3,Złoty,Naprzedniekoła,Benzyna,156000km,Ford,Focus,100KM,18900,Manualna,2009
1796cm3,Czarny,Naprzedniekoła,Benzyna,165000km,Opel,Astra,140KM,24300,Manualna,2010
1587cm3,Niebieski,Naprzedniekoła,Benzyna,144000km,Peugeot,206CC,110KM,12900,Automatyczna,2003
5666cm3,Czerwony,Natylnekoła,Benzyna,150000km,Chevrolet,Camaro,285KM,55000,Automatyczna,1996
1795cm3,Czarny,Natylnekoła,BenzynaLPG,167448km,MercedesBenz,SLK,163KM,29900,Automatyczna,2004
2995cm3,Biały,4x4dołączanyautomatycznie,Benzyna,217000km,Audi,S5,333KM,69900,Automatyczna,2009
1984cm3,Czarny,Naprzedniekoła,Benzyna,253857km,Volkswagen,Eos,200KM,22000,Manualna,2006
1984cm3,Niebieski,Naprzedniekoła,Benzyna,123230km,Volkswagen,Eos,150KM,20500,Manualna,2007
1360cm3,Niebieski,Naprzedniekoła,Benzyna,135000km,Citroën,C3Pluriel,73KM,7500,Manualna,2008
1796cm3,Czerwony,Naprzedniekoła,Benzyna,215000km,Opel,Astra,140KM,21900,Manualna,2006
4606cm3,Niebieski,Natylnekoła,BenzynaLPG,177000km,Ford,Mustang,300KM,55900,Automatyczna,2006
2687cm3,Żółty,Natylnekoła,Benzyna,36945km,Porsche,Boxster,239KM,78500,Automatyczna,2005
1984cm3,Czarny,Naprzedniekoła,Benzyna,218000km,Audi,A4,200KM,25900,Automatyczna,2007
1995cm3,Biały,Natylnekoła,Diesel,93000km,BMW,Seria3,184KM,60000,Manualna,2012
1390cm3,Czarny,Naprzedniekoła,Benzyna,170000km,Volkswagen,Eos,122KM,31900,Manualna,2010
1968cm3,Niebieski,Naprzedniekoła,Diesel,268000km,Volkswagen,Eos,140KM,16900,Manualna,2007
1840cm3,Szary,Natylnekoła,Benzyna,185000km,Mazda,MX5,146KM,36999,Manualna,2002
2746cm3,Biały,Natylnekoła,Benzyna,160000km,MercedesBenz,SL,185KM,80000,Automatyczna,1984
4799cm3,Biały,Natylnekoła,Benzyna,160000km,BMW,Seria6,367KM,129600,Automatyczna,2008
1984cm3,Bordowy,Naprzedniekoła,Diesel,169000km,Volvo,C70,150KM,43999,Manualna,2011
1149cm3,Czerwony,Naprzedniekoła,Benzyna,200803km,Renault,Wind,102KM,14999,Manualna,2011
1598cm3,Czarny,Naprzedniekoła,BenzynaLPG,159000km,Opel,Astra,115KM,21300,Manualna,2009
1587cm3,Bordowy,Naprzedniekoła,Benzyna,,Peugeot,206CC,110KM,7999,Manualna,2003
1998cm3,Bordowy,Natylnekoła,Benzyna,81125km,Mazda,MX5,160KM,89750,Manualna,2017
1598cm3,Czarny,Naprzedniekoła,Diesel,133000km,Renault,Megane,130KM,20700,Manualna,2013
4973cm3,Srebrny,Natylnekoła,Benzyna,229975km,MercedesBenz,SL,320KM,64900,Automatyczna,1999
4973cm3,Innykolor,Natylnekoła,Benzyna,144000km,MercedesBenz,SL,320KM,54000,Automatyczna,1994
3596cm3,Szary,Natylnekoła,Benzyna,134500km,Porsche,911,320KM,175000,Automatyczna,2002
2995cm3,Biały,Natylnekoła,Benzyna,33300km,Jaguar,FType,380KM,195570,Manualna,2016
2494cm3,Czarny,Natylnekoła,Benzyna,162585km,BMW,Seria3,192KM,47000,Automatyczna,2005
1998cm3,Czarny,Naprzedniekoła,Diesel,181721km,Volvo,C70,136KM,26500,Manualna,2008
2497cm3,Niebieski,Naprzedniekoła,Benzyna,163000km,Chrysler,Stratus,163KM,14400,Automatyczna,1998
5439cm3,Czarny,Natylnekoła,Benzyna,188000km,MercedesBenz,SLK,360KM,66500,Automatyczna,2008
1796cm3,Złoty,Naprzedniekoła,Benzyna,136000km,Opel,Astra,140KM,13900,Manualna,2006
1998cm3,Czarny,Naprzedniekoła,Benzyna,207000km,Renault,Megane,136KM,10999,Manualna,2004
1997cm3,Srebrny,Naprzedniekoła,Benzyna,191037km,Peugeot,307CC,180KM,8900,Manualna,2004
1398cm3,Niebieski,Naprzedniekoła,Diesel,250000km,Citroën,C3Pluriel,68KM,2799,Manualna,2005
1390cm3,Srebrny,Naprzedniekoła,Benzyna,28966km,Volkswagen,Eos,122KM,49900,Manualna,2015
1242cm3,Niebieski,Naprzedniekoła,Benzyna,4537km,Fiat,500,69KM,55800,Manualna,2018
1997cm3,Innykolor,Naprzedniekoła,Benzyna,190000km,Peugeot,307CC,138KM,10900,Manualna,2004
1998cm3,Czarny,Naprzedniekoła,Benzyna,195276km,Renault,Megane,136KM,13700,Manualna,2004
1997cm3,Srebrny,Naprzedniekoła,Benzyna,188000km,Peugeot,307CC,143KM,15900,Manualna,2005
1991cm3,Niebieski,Natylnekoła,Benzyna,196052km,BMW,Seria3,150KM,22900,Automatyczna,1997
1598cm3,Czarny,Naprzedniekoła,Benzyna,142941km,Renault,Megane,111KM,12000,Manualna,2007
2979cm3,Biały,Natylnekoła,Benzyna,56000km,BMW,Seria6,320KM,150000,Automatyczna,2013
1988cm3,Czerwony,Natylnekoła,Benzyna,17500km,Porsche,718Boxster,300KM,225000,Automatyczna,2017
1995cm3,Czerwony,Naprzedniekoła,Diesel,96797km,MINI,Cooper,143KM,49500,Automatyczna,2012
1991cm3,Niebieski,Natylnekoła,Benzyna,225794km,BMW,Seria3,150KM,14900,Automatyczna,1995
1998cm3,Niebieski,Naprzedniekoła,Benzyna,187000km,MercedesBenz,CLK,136KM,18999,Manualna,2000
1598cm3,Biały,Naprzedniekoła,Benzyna,80000km,MINI,CooperS,183KM,38500,Manualna,2011
1910cm3,Srebrny,Naprzedniekoła,Diesel,156000km,Opel,Astra,150KM,17900,Manualna,2007
1985cm3,Niebieski,Naprzedniekoła,Benzyna,190000km,Saab,93,205KM,18900,Manualna,2002
1796cm3,Czarny,Natylnekoła,Benzyna,188000km,MercedesBenz,CLK,163KM,34900,Automatyczna,2003
1598cm3,Czarny,Naprzedniekoła,Benzyna,91500km,MINI,Cooper,122KM,42900,Manualna,2010
1796cm3,Czarny,Natylnekoła,Benzyna,112000km,MercedesBenz,SLK,183KM,41500,Manualna,2008
2100cm3,Czerwony,Natylnekoła,Benzyna,45235km,Triumph,TR4,104KM,55000,Manualna,1965
4600cm3,Czerwony,Natylnekoła,Benzyna,34672km,Chevrolet,Corvette,230KM,189000,Manualna,1958
4395cm3,Biały,4x4stały,Benzyna,20000km,BMW,Seria8,530KM,430000,Automatyczna,2019
1997cm3,Niebieski,Naprzedniekoła,Diesel,163400km,Ford,Focus,136KM,24600,Manualna,2007
1997cm3,Fioletowy,Naprzedniekoła,BenzynaLPG,206000km,Peugeot,307CC,138KM,9999,Automatyczna,2003
1998cm3,Czarny,Naprzedniekoła,Benzyna,219000km,Saab,93,150KM,18900,Manualna,2005
4973cm3,Czarny,Natylnekoła,Benzyna,113000km,MercedesBenz,SL,307KM,116000,Automatyczna,1999
5000cm3,Czarny,Natylnekoła,Benzyna,39000km,Jaguar,FType,495KM,215000,Automatyczna,2013
1997cm3,Innykolor,Naprzedniekoła,Diesel,235000km,Peugeot,308CC,136KM,25000,Manualna,2010
3731cm3,Czarny,Natylnekoła,Benzyna,111745km,Ford,Mustang,305KM,33900,Automatyczna,2014
1968cm3,Srebrny,Naprzedniekoła,Diesel,165030km,Volkswagen,Eos,140KM,22900,Manualna,2007
2998cm3,Niebieski,Natylnekoła,Benzyna,38000km,BMW,Seria2,340KM,125000,Automatyczna,2018
1598cm3,Czerwony,Naprzedniekoła,Benzyna,205746km,Renault,Megane,111KM,7800,Manualna,2007
3800cm3,Innykolor,Natylnekoła,Benzyna,133938km,MercedesBenz,SL,222KM,52900,Automatyczna,1982
1364cm3,Srebrny,Naprzedniekoła,Benzyna,164000km,Opel,Tigra,90KM,7999,Manualna,2005
1950cm3,Biały,4x4dołączanyautomatycznie,Diesel,9000km,MercedesBenz,KlasaE,194KM,248000,Automatyczna,2019
1795cm3,Srebrny,Natylnekoła,Benzyna,174191km,MercedesBenz,SLK,163KM,34900,Manualna,2005
4200cm3,Żółty,Natylnekoła,Benzyna,700km,Jaguar,EType,265KM,450000,Manualna,1970
1796cm3,Niebieski,Natylnekoła,Benzyna,106000km,MercedesBenz,SLK,184KM,77500,Automatyczna,2011
1798cm3,Biały,4x4stały,Benzyna,100000km,Audi,A3,180KM,35900,Automatyczna,2015
1461cm3,Czarny,Naprzedniekoła,Diesel,271600km,Renault,Megane,110KM,18990,Manualna,2011
1598cm3,Czarny,Naprzedniekoła,Benzyna,186000km,Peugeot,207CC,120KM,10900,Manualna,2007
2687cm3,Szary,Natylnekoła,Benzyna,137000km,Porsche,Boxster,228KM,61000,Automatyczna,2002
2979cm3,Biały,Natylnekoła,Benzyna,146254km,BMW,Seria6,320KM,119900,Automatyczna,2011
1598cm3,Zielony,Naprzedniekoła,Benzyna,84000km,MINI,Cooper,211KM,57500,Manualna,2014
1798cm3,Czarny,Naprzedniekoła,Benzyna,120000km,Audi,TT,160KM,52900,Manualna,2012
1598cm3,Srebrny,Naprzedniekoła,Benzyna,190000km,Peugeot,207CC,149KM,15400,Manualna,2007
1997cm3,Szary,Natylnekoła,Benzyna,161000km,BMW,Z4,245KM,78600,Automatyczna,2012
2960cm3,Czarny,Natylnekoła,Benzyna,170000km,MercedesBenz,W12419841993,224KM,79000,Automatyczna,1992
1997cm3,Srebrny,Naprzedniekoła,Benzyna,199899km,Peugeot,206CC,138KM,3800,Manualna,2001
2494cm3,Niebieski,Natylnekoła,Benzyna,310000km,BMW,Seria3,170KM,24900,Manualna,1994
2400cm3,Srebrny,Naprzedniekoła,Diesel,230000km,Volvo,C70,180KM,23000,Automatyczna,2006
1248cm3,Biały,Naprzedniekoła,Diesel,135000km,Fiat,500,95KM,25900,Manualna,2013
2687cm3,Niebieski,Natylnekoła,Benzyna,178000km,Porsche,Boxster,245KM,88900,Automatyczna,2005
1870cm3,Czarny,Naprzedniekoła,Diesel,190000km,Renault,Megane,115KM,13900,Manualna,2006
2295cm3,Czarny,Natylnekoła,Benzyna,113511km,MercedesBenz,SLK,193KM,20900,Automatyczna,1997
6400cm3,Zielony,Natylnekoła,Benzyna,99999km,Cadillac,Deville,325KM,63500,Automatyczna,1962
1598cm3,Czarny,Naprzedniekoła,Benzyna,92000km,Renault,Wind,133KM,24900,Manualna,2010
1984cm3,Czarny,Naprzedniekoła,Benzyna,199000km,Audi,A5,211KM,42900,Automatyczna,2010
1328cm3,Czarny,4x4dołączanyręcznie,Benzyna,91500km,Suzuki,Jimny,85KM,33800,Manualna,2007
